position #,Time [UTC],Time [LMT],Longitude [deg],Latitude [deg],Altitude [m],Status,Main [V],Beacon [V],Temperature [ÁC]
7297,1/4/19 3:00,1/3/19 21:00,99.3112,15.52772,288,val. GPS-3D,3.28,3.6,29
7296,1/4/19 1:00,1/3/19 19:00,99.3109,15.5276,297,val. GPS-3D,3.28,3.6,27
7295,1/3/19 23:01,1/3/19 17:01,99.311,15.52745,278,val. GPS-3D,3.28,3.6,26
7294,1/3/19 21:30,1/3/19 15:30,99.31104,15.52741,275,val. GPS-3D,3.28,3.6,24
7293,1/3/19 21:15,1/3/19 15:15,99.31099,15.52742,272,val. GPS-3D,3.28,3.6,25
7292,1/3/19 21:00,1/3/19 15:00,99.31116,15.52744,280,val. GPS-3D,3.28,3.6,25
7291,1/3/19 20:45,1/3/19 14:45,99.31101,15.5275,271,val. GPS-3D,3.28,3.6,23
7290,1/3/19 20:30,1/3/19 14:30,99.31108,15.52735,286,val. GPS-3D,3.28,3.6,25
7289,1/3/19 20:15,1/3/19 14:15,99.31101,15.52743,298,val. GPS-3D,3.28,3.6,28
7288,1/3/19 20:00,1/3/19 14:00,99.31091,15.52729,296,val. GPS-3D,3.28,3.6,27
7287,1/3/19 19:45,1/3/19 13:45,99.31101,15.52741,292,val. GPS-3D,3.28,3.6,27
7286,1/3/19 19:30,1/3/19 13:30,99.31109,15.52744,294,val. GPS-3D,3.28,3.6,27
7285,1/3/19 19:15,1/3/19 13:15,99.31105,15.52743,282,val. GPS-3D,3.28,3.6,26
7284,1/3/19 19:00,1/3/19 13:00,99.31105,15.52745,329,val. GPS-3D,3.28,3.6,27
7283,1/3/19 18:45,1/3/19 12:45,99.31102,15.52748,287,val. GPS-3D,3.28,3.6,27
7282,1/3/19 18:30,1/3/19 12:30,99.31098,15.52745,275,val. GPS-3D,3.28,3.6,26
7281,1/3/19 18:15,1/3/19 12:15,99.31103,15.52756,313,val. GPS-3D,3.28,3.6,27
7280,1/3/19 18:00,1/3/19 12:00,99.31086,15.52753,297,val. GPS-3D,3.28,3.6,26
7279,1/3/19 17:45,1/3/19 11:45,99.31103,15.52744,265,val. GPS-3D,3.28,3.6,26
7278,1/3/19 17:30,1/3/19 11:30,99.31115,15.52744,265,val. GPS-3D,3.28,3.6,26
7277,1/3/19 17:15,1/3/19 11:15,99.31114,15.52736,284,val. GPS-3D,3.28,3.6,27
7276,1/3/19 17:00,1/3/19 11:00,99.31107,15.52743,308,val. GPS-3D,3.28,3.6,29
7275,1/3/19 16:45,1/3/19 10:45,99.31112,15.52747,289,val. GPS-3D,3.28,3.52,30
7274,1/3/19 16:30,1/3/19 10:30,99.31102,15.52747,277,val. GPS-3D,3.28,3.6,26
7273,1/3/19 16:15,1/3/19 10:15,99.31095,15.52745,275,val. GPS-3D,3.28,3.6,27
7272,1/3/19 16:00,1/3/19 10:00,99.31098,15.52755,280,val. GPS-3D,3.28,3.6,26
7271,1/3/19 15:45,1/3/19 9:45,99.31119,15.52745,300,val. GPS-3D,3.28,3.6,26
7270,1/3/19 15:30,1/3/19 9:30,99.31103,15.52739,278,val. GPS-3D,3.28,3.6,25
7269,1/3/19 15:15,1/3/19 9:15,99.31096,15.52746,277,val. GPS-3D,3.28,3.6,26
7268,1/3/19 15:00,1/3/19 9:00,99.31108,15.52743,285,val. GPS-3D,3.28,3.6,27
7267,1/3/19 14:45,1/3/19 8:45,99.31105,15.52749,282,val. GPS-3D,3.28,3.6,27
7266,1/3/19 14:30,1/3/19 8:30,99.31102,15.52744,278,val. GPS-3D,3.28,3.6,26
7265,1/3/19 14:15,1/3/19 8:15,99.311,15.52738,265,val. GPS-3D,3.28,3.6,27
7264,1/3/19 14:00,1/3/19 8:00,99.31106,15.52741,284,val. GPS-3D,3.28,3.6,27
7263,1/3/19 13:45,1/3/19 7:45,99.31102,15.52746,287,val. GPS-3D,3.28,3.6,26
7262,1/3/19 13:30,1/3/19 7:30,99.311,15.52745,276,val. GPS-3D,3.28,3.6,26
7261,1/3/19 13:15,1/3/19 7:15,99.31104,15.52744,278,val. GPS-3D,3.28,3.6,26
7260,1/3/19 13:00,1/3/19 7:00,99.311,15.52743,262,val. GPS-3D,3.28,3.6,26
7259,1/3/19 12:45,1/3/19 6:45,99.31108,15.52738,283,val. GPS-3D,3.28,3.6,27
7258,1/3/19 12:30,1/3/19 6:30,99.31108,15.52745,296,val. GPS-3D,3.28,3.6,28
7257,1/3/19 12:15,1/3/19 6:15,99.31099,15.52737,279,val. GPS-3D,3.28,3.6,29
7256,1/3/19 12:00,1/3/19 6:00,99.31096,15.52744,264,val. GPS-3D,3.28,3.6,29
7255,1/3/19 11:45,1/3/19 5:45,99.311,15.52739,276,val. GPS-3D,3.28,3.6,29
7254,1/3/19 11:30,1/3/19 5:30,99.31106,15.52742,286,val. GPS-3D,3.28,3.6,30
7253,1/3/19 11:15,1/3/19 5:15,99.31099,15.5274,272,val. GPS-3D,3.28,3.6,30
7252,1/3/19 11:00,1/3/19 5:00,99.31098,15.52743,275,val. GPS-3D,3.28,3.6,32
7251,1/3/19 10:45,1/3/19 4:45,99.31116,15.52749,297,val. GPS-3D,3.28,3.6,31
7250,1/3/19 10:30,1/3/19 4:30,99.31102,15.52736,326,val. GPS-3D,3.28,3.6,30
7249,1/3/19 10:15,1/3/19 4:15,99.31112,15.52744,271,val. GPS-3D,3.28,3.6,30
7248,1/3/19 10:00,1/3/19 4:00,99.31101,15.52758,233,val. GPS-3D,3.28,3.6,30
7247,1/3/19 9:45,1/3/19 3:45,99.31109,15.52776,251,val. GPS-3D,3.28,3.6,30
7246,1/3/19 9:30,1/3/19 3:30,99.31119,15.52753,275,val. GPS-3D,3.36,3.6,31
7245,1/3/19 9:15,1/3/19 3:15,99.31123,15.52767,284,val. GPS-3D,3.28,3.6,31
7244,1/3/19 9:00,1/3/19 3:00,99.31121,15.52766,282,val. GPS-3D,3.28,3.6,31
7243,1/3/19 8:45,1/3/19 2:45,99.31122,15.52759,219,val. GPS-3D,3.28,3.6,31
7242,1/3/19 8:30,1/3/19 2:30,99.31125,15.52778,248,val. GPS-3D,3.28,3.6,31
7241,1/3/19 8:15,1/3/19 2:15,99.31125,15.52791,288,val. GPS-3D,3.28,3.6,31
7240,1/3/19 8:00,1/3/19 2:00,99.31128,15.52783,288,val. GPS-3D,3.28,3.6,32
7239,1/3/19 7:45,1/3/19 1:45,99.31127,15.52789,296,val. GPS-3D,3.28,3.6,30
7238,1/3/19 7:30,1/3/19 1:30,99.31121,15.52786,286,val. GPS-3D,3.28,3.6,31
7237,1/3/19 7:15,1/3/19 1:15,99.31105,15.52779,228,val. GPS-3D,3.28,3.6,31
7236,1/3/19 7:00,1/3/19 1:00,99.31129,15.52797,314,val. GPS-3D,3.28,3.6,31
7235,1/3/19 6:45,1/3/19 0:45,99.31123,15.5278,272,val. GPS-3D,3.28,3.6,33
7234,1/3/19 6:30,1/3/19 0:30,99.31119,15.52784,278,val. GPS-3D,3.28,3.6,33
7233,1/3/19 6:15,1/3/19 0:15,99.31102,15.52749,290,val. GPS-3D,3.28,3.6,32
7232,1/3/19 6:00,1/3/19 0:00,99.31102,15.5275,301,val. GPS-3D,3.28,3.6,32
7231,1/3/19 5:45,1/2/19 23:45,99.31101,15.52743,267,val. GPS-3D,3.28,3.6,31
7230,1/3/19 5:30,1/2/19 23:30,99.31129,15.52782,271,val. GPS-3D,3.28,3.6,30
7229,1/3/19 5:15,1/2/19 23:15,99.31132,15.52785,266,val. GPS-3D,3.28,3.6,30
7228,1/3/19 5:00,1/2/19 23:00,99.31121,15.52779,275,val. GPS-3D,3.28,3.6,30
7227,1/3/19 4:45,1/2/19 22:45,99.31121,15.52784,285,val. GPS-3D,3.28,3.6,29
7226,1/3/19 4:30,1/2/19 22:30,99.31127,15.52782,294,val. GPS-3D,3.28,3.6,29
7225,1/3/19 4:15,1/2/19 22:15,99.31121,15.52786,286,val. GPS-3D,3.28,3.6,29
7224,1/3/19 4:00,1/2/19 22:00,99.31119,15.52789,303,val. GPS-3D,3.28,3.6,29
7223,1/3/19 3:45,1/2/19 21:45,99.31128,15.52781,275,val. GPS-3D,3.28,3.6,28
7222,1/3/19 3:30,1/2/19 21:30,99.31064,15.52781,238,val. GPS-3D,3.28,3.6,29
7221,1/3/19 3:15,1/2/19 21:15,99.31111,15.52796,310,val. GPS-3D,3.28,3.6,30
7220,1/3/19 3:00,1/2/19 21:00,99.31122,15.52776,293,val. GPS-3D,3.28,3.6,28
7219,1/3/19 2:45,1/2/19 20:45,99.31122,15.52756,270,val. GPS-3D,3.28,3.6,28
7218,1/3/19 2:30,1/2/19 20:30,99.31102,15.52745,299,val. GPS-3D,3.28,3.6,26
7217,1/3/19 2:15,1/2/19 20:15,99.3111,15.52746,301,val. GPS-3D,3.28,3.6,26
7216,1/3/19 2:00,1/2/19 20:00,99.31101,15.52742,311,val. GPS-3D,3.28,3.6,26
7215,1/3/19 1:45,1/2/19 19:45,99.31103,15.52737,295,val. GPS-3D,3.28,3.6,27
7214,1/3/19 1:30,1/2/19 19:30,99.31106,15.52738,283,val. GPS-3D,3.28,3.6,27
7213,1/3/19 1:15,1/2/19 19:15,99.31101,15.52727,327,val. GPS-3D,3.28,3.6,25
7212,1/3/19 1:00,1/2/19 19:00,99.31112,15.52727,318,val. GPS-3D,3.28,3.6,26
7211,1/3/19 0:45,1/2/19 18:45,99.31097,15.52748,272,val. GPS-3D,3.28,3.6,26
7210,1/3/19 0:30,1/2/19 18:30,99.31096,15.52734,290,val. GPS-3D,3.28,3.6,26
7209,1/3/19 0:15,1/2/19 18:15,99.311,15.5274,274,val. GPS-3D,3.28,3.6,26
7208,1/3/19 0:00,1/2/19 18:00,99.31095,15.52749,276,val. GPS-3D,3.28,3.6,26
7207,1/2/19 23:45,1/2/19 17:45,99.31091,15.52745,274,val. GPS-3D,3.28,3.52,26
7206,1/2/19 23:30,1/2/19 17:30,99.31103,15.52747,296,val. GPS-3D,3.28,3.6,27
7205,1/2/19 23:17,1/2/19 17:17,99.31096,15.52742,274,val. GPS-3D,3.28,3.52,28
7203,1/2/19 22:46,1/2/19 16:46,99.31094,15.52747,282,val. GPS-3D,3.28,3.52,28
7202,1/2/19 22:30,1/2/19 16:30,99.31118,15.52752,287,val. GPS-3D,3.28,3.6,26
7201,1/2/19 22:15,1/2/19 16:15,99.31105,15.52755,273,val. GPS-3D,3.28,3.6,24
7200,1/2/19 22:00,1/2/19 16:00,99.31095,15.52741,261,val. GPS-3D,3.28,3.6,23
7199,1/2/19 21:45,1/2/19 15:45,99.31098,15.52731,288,val. GPS-3D,3.28,3.6,23
7198,1/2/19 21:30,1/2/19 15:30,99.31113,15.52753,282,val. GPS-3D,3.28,3.6,24
7197,1/2/19 21:15,1/2/19 15:15,99.31104,15.52742,271,val. GPS-3D,3.28,3.6,25
7196,1/2/19 21:00,1/2/19 15:00,99.31094,15.5273,247,val. GPS-3D,3.28,3.6,25
7195,1/2/19 20:45,1/2/19 14:45,99.31104,15.52735,286,val. GPS-3D,3.28,3.6,24
7194,1/2/19 20:30,1/2/19 14:30,99.31097,15.52736,297,val. GPS-3D,3.28,3.6,24
7193,1/2/19 20:15,1/2/19 14:15,99.31099,15.52745,284,val. GPS-3D,3.28,3.6,26
7192,1/2/19 20:00,1/2/19 14:00,99.31101,15.52752,272,val. GPS-3D,3.28,3.6,29
7191,1/2/19 19:45,1/2/19 13:45,99.3111,15.5275,264,val. GPS-3D,3.28,3.6,28
7190,1/2/19 19:30,1/2/19 13:30,99.31096,15.5274,265,val. GPS-3D,3.28,3.6,28
7189,1/2/19 19:16,1/2/19 13:16,99.31106,15.5274,311,val. GPS-3D,3.28,3.6,29
7188,1/2/19 19:02,1/2/19 13:02,99.31104,15.52743,284,val. GPS-3D,3.28,3.6,30
7187,1/2/19 18:45,1/2/19 12:45,99.31113,15.52749,292,val. GPS-3D,3.28,3.6,27
7186,1/2/19 18:30,1/2/19 12:30,99.31097,15.52745,269,val. GPS-3D,3.28,3.6,25
7185,1/2/19 18:15,1/2/19 12:15,99.31107,15.52746,265,val. GPS-3D,3.28,3.6,27
7184,1/2/19 18:00,1/2/19 12:00,99.31116,15.52743,246,val. GPS-3D,3.28,3.6,27
7183,1/2/19 17:45,1/2/19 11:45,99.31108,15.52741,270,val. GPS-3D,3.28,3.6,27
7182,1/2/19 17:30,1/2/19 11:30,99.31107,15.52744,270,val. GPS-3D,3.28,3.6,27
7181,1/2/19 17:15,1/2/19 11:15,99.31119,15.52729,310,val. GPS-3D,3.28,3.6,27
7180,1/2/19 17:00,1/2/19 11:00,99.31106,15.52741,246,val. GPS-3D,3.28,3.6,26
7179,1/2/19 16:45,1/2/19 10:45,99.31103,15.5274,258,val. GPS-3D,3.28,3.6,25
7178,1/2/19 16:30,1/2/19 10:30,99.31102,15.52741,277,val. GPS-3D,3.28,3.6,26
7177,1/2/19 16:15,1/2/19 10:15,99.31113,15.5274,289,val. GPS-3D,3.28,3.6,26
7176,1/2/19 16:00,1/2/19 10:00,99.311,15.52742,275,val. GPS-3D,3.28,3.6,26
7175,1/2/19 15:45,1/2/19 9:45,99.31101,15.52747,285,val. GPS-3D,3.28,3.6,26
7174,1/2/19 15:30,1/2/19 9:30,99.31108,15.52744,271,val. GPS-3D,3.28,3.6,26
7173,1/2/19 15:15,1/2/19 9:15,99.31087,15.52738,246,val. GPS-3D,3.28,3.6,27
7172,1/2/19 15:00,1/2/19 9:00,99.31101,15.52734,268,val. GPS-3D,3.28,3.6,27
7171,1/2/19 14:45,1/2/19 8:45,99.31094,15.52743,268,val. GPS-3D,3.28,3.6,29
7170,1/2/19 14:30,1/2/19 8:30,99.31109,15.52741,263,val. GPS-3D,3.28,3.6,27
7169,1/2/19 14:15,1/2/19 8:15,99.31113,15.52753,282,val. GPS-3D,3.28,3.6,28
7168,1/2/19 14:00,1/2/19 8:00,99.31105,15.52741,277,val. GPS-3D,3.28,3.6,28
7167,1/2/19 13:45,1/2/19 7:45,99.31097,15.52733,316,val. GPS-3D,3.28,3.6,27
7166,1/2/19 13:30,1/2/19 7:30,99.31111,15.52746,280,val. GPS-3D,3.28,3.6,26
7165,1/2/19 13:15,1/2/19 7:15,99.31108,15.52747,274,val. GPS-3D,3.28,3.6,25
7164,1/2/19 13:00,1/2/19 7:00,99.3111,15.52742,312,val. GPS-3D,3.28,3.6,27
7163,1/2/19 12:45,1/2/19 6:45,99.31096,15.52746,277,val. GPS-3D,3.28,3.6,28
7162,1/2/19 12:30,1/2/19 6:30,99.31094,15.52746,266,val. GPS-3D,3.28,3.6,29
7161,1/2/19 12:15,1/2/19 6:15,99.31113,15.52746,303,val. GPS-3D,3.28,3.6,29
7160,1/2/19 12:00,1/2/19 6:00,99.31098,15.52758,246,val. GPS-3D,3.28,3.6,28
7159,1/2/19 11:45,1/2/19 5:45,99.31105,15.52749,284,val. GPS-3D,3.28,3.6,28
7158,1/2/19 11:30,1/2/19 5:30,99.31095,15.5274,282,val. GPS-3D,3.28,3.6,29
7157,1/2/19 11:15,1/2/19 5:15,99.3111,15.52742,274,val. GPS-3D,3.28,3.6,30
7156,1/2/19 11:00,1/2/19 5:00,99.31091,15.52747,298,val. GPS-3D,3.28,3.6,30
7155,1/2/19 10:45,1/2/19 4:45,99.31098,15.52742,274,val. GPS-3D,3.28,3.6,30
7154,1/2/19 10:30,1/2/19 4:30,99.31099,15.52736,283,val. GPS-3D,3.28,3.6,30
7153,1/2/19 10:15,1/2/19 4:15,99.31078,15.52746,270,val. GPS-3D,3.28,3.6,30
7152,1/2/19 10:00,1/2/19 4:00,99.31161,15.52643,308,val. GPS-3D,3.28,3.6,31
7151,1/2/19 9:45,1/2/19 3:45,99.31105,15.52657,239,val. GPS-3D,3.28,3.6,32
7150,1/2/19 9:30,1/2/19 3:30,99.31125,15.52654,271,val. GPS-3D,3.28,3.6,31
7149,1/2/19 9:15,1/2/19 3:15,99.3114,15.52658,288,val. GPS-3D,3.28,3.6,31
7148,1/2/19 9:00,1/2/19 3:00,99.31135,15.52651,278,val. GPS-3D,3.28,3.6,32
7147,1/2/19 8:45,1/2/19 2:45,99.31139,15.52641,339,val. GPS-3D,3.28,3.6,32
7146,1/2/19 8:30,1/2/19 2:30,99.3109,15.52614,276,val. GPS-3D,3.28,3.6,31
7145,1/2/19 8:15,1/2/19 2:15,99.30916,15.52365,258,val. GPS-3D,3.28,3.6,31
7144,1/2/19 8:02,1/2/19 2:02,99.30836,15.52165,276,val. GPS-3D,3.28,3.6,32
7143,1/2/19 7:45,1/2/19 1:45,99.30721,15.52289,262,val. GPS-3D,3.28,3.6,32
7142,1/2/19 7:30,1/2/19 1:30,99.30639,15.52322,278,val. GPS-3D,3.28,3.6,32
7141,1/2/19 7:15,1/2/19 1:15,99.30636,15.5226,267,val. GPS-3D,3.28,3.6,32
7140,1/2/19 7:00,1/2/19 1:00,99.30762,15.52188,259,val. GPS-3D,3.28,3.6,31
7139,1/2/19 6:45,1/2/19 0:45,99.30947,15.52196,264,val. GPS-3D,3.28,3.6,32
7138,1/2/19 6:30,1/2/19 0:30,99.3097,15.52062,267,val. GPS-3D,3.28,3.6,32
7137,1/2/19 6:15,1/2/19 0:15,99.31154,15.52002,375,val. GPS-3D,3.28,3.6,32
7136,1/2/19 6:00,1/2/19 0:00,99.31171,15.51863,308,val. GPS-3D,3.28,3.6,31
7135,1/2/19 5:45,1/1/19 23:45,99.31407,15.51717,298,val. GPS-3D,3.28,3.6,32
7134,1/2/19 5:30,1/1/19 23:30,99.31439,15.5159,311,val. GPS-3D,3.28,3.6,32
7133,1/2/19 5:15,1/1/19 23:15,99.31337,15.51404,319,val. GPS-3D,3.28,3.6,32
7132,1/2/19 5:00,1/1/19 23:00,99.31276,15.51279,339,val. GPS-3D,3.28,3.6,31
7131,1/2/19 4:45,1/1/19 22:45,99.3129,15.5129,309,val. GPS-3D,3.28,3.6,31
7130,1/2/19 4:30,1/1/19 22:30,99.31264,15.51268,300,val. GPS-3D,3.28,3.6,30
7129,1/2/19 4:15,1/1/19 22:15,99.31152,15.51205,285,val. GPS-3D,3.28,3.6,29
7128,1/2/19 4:00,1/1/19 22:00,99.3106,15.51072,289,val. GPS-3D,3.28,3.6,29
7127,1/2/19 3:45,1/1/19 21:45,99.30862,15.51024,303,val. GPS-3D,3.28,3.6,29
7126,1/2/19 3:31,1/1/19 21:31,99.30656,15.51037,303,val. GPS-3D,3.28,3.6,28
7125,1/2/19 3:15,1/1/19 21:15,99.30563,15.51286,295,val. GPS-3D,3.28,3.6,27
7124,1/2/19 3:00,1/1/19 21:00,99.30631,15.5151,286,val. GPS-3D,3.28,3.6,27
7123,1/2/19 2:45,1/1/19 20:45,99.30859,15.51652,295,val. GPS-3D,3.28,3.6,26
7122,1/2/19 2:31,1/1/19 20:31,99.31055,15.51798,281,val. GPS-3D,3.28,3.6,27
7121,1/2/19 2:15,1/1/19 20:15,99.31141,15.51803,299,val. GPS-3D,3.28,3.6,27
7120,1/2/19 2:01,1/1/19 20:01,99.31326,15.51854,327,val. GPS-3D,3.28,3.6,27
7119,1/2/19 1:45,1/1/19 19:45,99.31327,15.51973,318,val. GPS-3D,3.28,3.6,26
7118,1/2/19 1:30,1/1/19 19:30,99.31337,15.51979,307,val. GPS-3D,3.28,3.6,26
7117,1/2/19 1:15,1/1/19 19:15,99.31217,15.52051,267,val. GPS-3D,3.28,3.6,25
7116,1/2/19 1:00,1/1/19 19:00,99.31269,15.52119,310,val. GPS-3D,3.28,3.52,24
7115,1/2/19 0:45,1/1/19 18:45,99.31348,15.5223,293,val. GPS-3D,3.28,3.6,23
7114,1/2/19 0:30,1/1/19 18:30,99.31397,15.52519,296,val. GPS-3D,3.28,3.52,24
7113,1/2/19 0:15,1/1/19 18:15,99.31234,15.52703,293,val. GPS-3D,3.28,3.6,24
7112,1/2/19 0:00,1/1/19 18:00,99.31103,15.52815,251,val. GPS-3D,3.28,3.6,24
7111,1/1/19 23:45,1/1/19 17:45,99.31103,15.52825,271,val. GPS-3D,3.28,3.6,24
7110,1/1/19 23:30,1/1/19 17:30,99.30993,15.52817,272,val. GPS-3D,3.28,3.6,24
7109,1/1/19 23:15,1/1/19 17:15,99.30833,15.52765,286,val. GPS-3D,3.28,3.6,24
7108,1/1/19 23:00,1/1/19 17:00,99.30848,15.52753,230,val. GPS-3D,3.28,3.6,23
7107,1/1/19 22:45,1/1/19 16:45,99.30847,15.5275,277,val. GPS-3D,3.36,3.6,23
7106,1/1/19 22:30,1/1/19 16:30,99.30838,15.52761,264,val. GPS-3D,3.36,3.6,23
7105,1/1/19 22:15,1/1/19 16:15,99.30844,15.5276,261,val. GPS-3D,3.28,3.6,21
7104,1/1/19 22:00,1/1/19 16:00,99.30838,15.52757,249,val. GPS-3D,3.28,3.6,22
7103,1/1/19 21:45,1/1/19 15:45,99.30833,15.52749,260,val. GPS-3D,3.28,3.6,22
7102,1/1/19 21:30,1/1/19 15:30,99.30832,15.52754,263,val. GPS-3D,3.28,3.6,23
7101,1/1/19 21:15,1/1/19 15:15,99.30824,15.52761,243,val. GPS-3D,3.28,3.6,23
7100,1/1/19 21:00,1/1/19 15:00,99.30846,15.52792,334,val. GPS-3D,3.28,3.6,22
7099,1/1/19 20:45,1/1/19 14:45,99.30842,15.52752,233,val. GPS-3D,3.36,3.6,22
7098,1/1/19 20:30,1/1/19 14:30,99.30844,15.52766,252,val. GPS-3D,3.36,3.6,22
7097,1/1/19 20:15,1/1/19 14:15,99.30834,15.52757,265,val. GPS-3D,3.36,3.6,22
7096,1/1/19 20:00,1/1/19 14:00,99.30837,15.52772,249,val. GPS-3D,3.28,3.6,22
7095,1/1/19 19:45,1/1/19 13:45,99.30839,15.52762,260,val. GPS-3D,3.36,3.6,22
7094,1/1/19 19:30,1/1/19 13:30,99.30837,15.52756,256,val. GPS-3D,3.36,3.6,22
7093,1/1/19 19:15,1/1/19 13:15,99.30837,15.52758,255,val. GPS-3D,3.28,3.6,22
7092,1/1/19 19:00,1/1/19 13:00,99.30848,15.52752,322,val. GPS-3D,3.28,3.6,22
7091,1/1/19 18:45,1/1/19 12:45,99.30845,15.52768,282,val. GPS-3D,3.28,3.6,22
7090,1/1/19 18:30,1/1/19 12:30,99.3084,15.5276,275,val. GPS-3D,3.28,3.6,23
7089,1/1/19 18:15,1/1/19 12:15,99.30841,15.52764,268,val. GPS-3D,3.28,3.6,24
7088,1/1/19 18:02,1/1/19 12:02,99.30841,15.52765,270,val. GPS-3D,3.28,3.6,24
7087,1/1/19 17:45,1/1/19 11:45,99.30837,15.52746,255,val. GPS-3D,3.28,3.6,24
7086,1/1/19 17:30,1/1/19 11:30,99.30844,15.52744,258,val. GPS-3D,3.28,3.6,24
7085,1/1/19 17:15,1/1/19 11:15,99.30844,15.52756,224,val. GPS-3D,3.28,3.6,24
7084,1/1/19 17:00,1/1/19 11:00,99.30821,15.52748,219,val. GPS-3D,3.28,3.6,24
7083,1/1/19 16:45,1/1/19 10:45,99.30869,15.52766,238,val. GPS-3D,3.28,3.6,23
7082,1/1/19 16:30,1/1/19 10:30,99.30851,15.52759,251,val. GPS-3D,3.28,3.6,23
7081,1/1/19 16:16,1/1/19 10:16,99.30871,15.52723,259,val. GPS-3D,3.28,3.6,23
7079,1/1/19 15:45,1/1/19 9:45,99.30991,15.5229,274,val. GPS-3D,3.28,3.6,24
7078,1/1/19 15:30,1/1/19 9:30,99.31001,15.52289,271,val. GPS-3D,3.28,3.6,25
7077,1/1/19 15:15,1/1/19 9:15,99.30985,15.52301,265,val. GPS-3D,3.28,3.6,24
7076,1/1/19 15:00,1/1/19 9:00,99.30983,15.52295,267,val. GPS-3D,3.36,3.6,23
7075,1/1/19 14:45,1/1/19 8:45,99.30988,15.52289,270,val. GPS-3D,3.36,3.6,22
7074,1/1/19 14:30,1/1/19 8:30,99.30986,15.52295,260,val. GPS-3D,3.28,3.6,22
7073,1/1/19 14:15,1/1/19 8:15,99.30989,15.52283,250,val. GPS-3D,3.36,3.6,23
7072,1/1/19 14:00,1/1/19 8:00,99.30971,15.52292,243,val. GPS-3D,3.28,3.6,24
7071,1/1/19 13:45,1/1/19 7:45,99.30989,15.52292,259,val. GPS-3D,3.28,3.6,25
7070,1/1/19 13:30,1/1/19 7:30,99.30988,15.52294,272,val. GPS-3D,3.28,3.6,26
7069,1/1/19 13:15,1/1/19 7:15,99.30986,15.52291,269,val. GPS-3D,3.28,3.6,26
7068,1/1/19 13:00,1/1/19 7:00,99.30926,15.52308,259,val. GPS-3D,3.28,3.6,26
7067,1/1/19 12:45,1/1/19 6:45,99.3074,15.52377,261,val. GPS-3D,3.28,3.6,27
7066,1/1/19 12:30,1/1/19 6:30,99.30653,15.52363,283,val. GPS-3D,3.28,3.6,27
7065,1/1/19 12:15,1/1/19 6:15,99.30636,15.5235,267,val. GPS-3D,3.28,3.6,27
7064,1/1/19 12:00,1/1/19 6:00,99.30618,15.52335,278,val. GPS-3D,3.28,3.6,27
7063,1/1/19 11:45,1/1/19 5:45,99.30553,15.52318,242,val. GPS-3D,3.28,3.6,27
7062,1/1/19 11:30,1/1/19 5:30,99.3056,15.52347,271,val. GPS-3D,3.28,3.6,27
7061,1/1/19 11:15,1/1/19 5:15,99.30528,15.5248,271,val. GPS-3D,3.28,3.6,28
7060,1/1/19 11:00,1/1/19 5:00,99.30489,15.52444,360,val. GPS-3D,3.28,3.6,28
7059,1/1/19 10:45,1/1/19 4:45,99.30483,15.5247,266,val. GPS-3D,3.28,3.6,29
7058,1/1/19 10:30,1/1/19 4:30,99.30492,15.52459,241,val. GPS-3D,3.36,3.6,30
7057,1/1/19 10:15,1/1/19 4:15,99.30487,15.52465,315,val. GPS-3D,3.28,3.6,30
7056,1/1/19 10:00,1/1/19 4:00,99.30485,15.52472,252,val. GPS-3D,3.28,3.6,30
7055,1/1/19 9:45,1/1/19 3:45,99.30504,15.52483,290,val. GPS-3D,3.28,3.6,30
7054,1/1/19 9:30,1/1/19 3:30,99.30473,15.52495,301,val. GPS-3D,3.28,3.6,30
7053,1/1/19 9:15,1/1/19 3:15,99.30475,15.52488,322,val. GPS-3D,3.28,3.6,30
7052,1/1/19 9:00,1/1/19 3:00,99.30454,15.5249,239,val. GPS-3D,3.28,3.6,31
7051,1/1/19 8:45,1/1/19 2:45,99.30459,15.52486,254,val. GPS-3D,3.28,3.6,31
7050,1/1/19 8:30,1/1/19 2:30,99.30458,15.52493,249,val. GPS-3D,3.28,3.6,32
7049,1/1/19 8:15,1/1/19 2:15,99.30396,15.5246,259,val. GPS-3D,3.28,3.6,33
7048,1/1/19 8:00,1/1/19 2:00,99.30165,15.52377,276,val. GPS-3D,3.28,3.6,33
7047,1/1/19 7:46,1/1/19 1:46,99.30192,15.52254,273,val. GPS-3D,3.28,3.6,33
7046,1/1/19 7:30,1/1/19 1:30,99.30121,15.52181,273,val. GPS-3D,3.28,3.6,33
7045,1/1/19 7:15,1/1/19 1:15,99.30069,15.52142,281,val. GPS-3D,3.28,3.6,33
7044,1/1/19 7:00,1/1/19 1:00,99.29972,15.52191,278,val. GPS-3D,3.28,3.6,33
7043,1/1/19 6:45,1/1/19 0:45,99.29917,15.5223,368,val. GPS-3D,3.28,3.6,34
7042,1/1/19 6:30,1/1/19 0:30,99.2991,15.52168,302,val. GPS-3D,3.28,3.6,33
7041,1/1/19 6:15,1/1/19 0:15,99.29921,15.52102,283,val. GPS-3D,3.28,3.6,32
7040,1/1/19 6:00,1/1/19 0:00,99.29933,15.52125,303,val. GPS-3D,3.28,3.6,32
7039,1/1/19 5:45,12/31/18 23:45,99.29936,15.5211,278,val. GPS-3D,3.28,3.6,32
7038,1/1/19 5:30,12/31/18 23:30,99.29933,15.52115,283,val. GPS-3D,3.28,3.6,32
