position #,Time [UTC],Time [LMT],Longitude [deg],Latitude [deg],Altitude [m],Status,Main [V],Beacon [V],Temperature [。]
1363,11/4/18 13:00,11/4/18 7:00,99.32408,15.53403,279,val. GPS-3D,3.44,3.68,-103
1362,11/4/18 12:00,11/4/18 6:00,99.32406,15.53398,284,val. GPS-3D,3.44,3.68,-103
1361,11/4/18 11:00,11/4/18 5:00,99.32376,15.53355,282,val. GPS-3D,3.44,3.68,-103
1360,11/4/18 10:00,11/4/18 4:00,99.32417,15.53383,267,val. GPS-3D,3.44,3.68,-103
1359,11/4/18 9:00,11/4/18 3:00,99.32417,15.53394,320,val. GPS-3D,3.44,3.68,-103
1358,11/4/18 8:01,11/4/18 2:01,99.32406,15.53392,290,val. GPS-3D,3.36,3.68,-103
1357,11/4/18 7:00,11/4/18 1:00,99.32384,15.53396,298,val. GPS-3D,3.44,3.68,-103
1356,11/4/18 6:00,11/4/18 0:00,99.32399,15.53402,290,val. GPS-3D,3.44,3.68,-103
1355,11/4/18 5:00,11/3/18 23:00,99.32383,15.53406,236,val. GPS-3D,3.44,3.68,-103
1354,11/4/18 4:01,11/3/18 22:01,99.32403,15.53398,275,val. GPS-3D,3.44,3.68,-103
1353,11/4/18 3:00,11/3/18 21:00,99.32408,15.53376,339,val. GPS-3D,3.44,3.68,-103
1352,11/4/18 2:00,11/3/18 20:00,99.32401,15.53407,292,val. GPS-3D,3.44,3.68,-103
1351,11/4/18 1:00,11/3/18 19:00,99.32406,15.53406,282,val. GPS-3D,3.44,3.68,-103
1350,11/4/18 0:00,11/3/18 18:00,99.324,15.5338,391,val. GPS-3D,3.44,3.68,-103
1349,11/3/18 23:00,11/3/18 17:00,99.32404,15.53414,284,val. GPS-3D,3.44,3.68,-103
1348,11/3/18 22:00,11/3/18 16:00,99.32406,15.53394,291,val. GPS-3D,3.44,3.68,-103
1347,11/3/18 21:00,11/3/18 15:00,99.32397,15.53396,290,val. GPS-3D,3.44,3.68,-103
1346,11/3/18 20:00,11/3/18 14:00,99.3241,15.53396,290,val. GPS-3D,3.44,3.68,-103
1345,11/3/18 19:01,11/3/18 13:01,99.32418,15.53395,300,val. GPS-3D,3.36,3.68,-103
1344,11/3/18 18:00,11/3/18 12:00,99.32407,15.53399,299,val. GPS-3D,3.44,3.68,-103
1343,11/3/18 17:00,11/3/18 11:00,99.32414,15.53406,294,val. GPS-3D,3.44,3.68,-103
1341,11/3/18 15:00,11/3/18 9:00,99.32364,15.53401,77,val. GPS-3D,3.44,3.68,-103
1340,11/3/18 14:00,11/3/18 8:00,99.32406,15.53399,284,val. GPS-3D,3.44,3.68,-103
1339,11/3/18 13:00,11/3/18 7:00,99.32407,15.53407,276,val. GPS-3D,3.44,3.68,-103
1338,11/3/18 12:00,11/3/18 6:00,99.32406,15.53384,279,val. GPS-3D,3.44,3.68,-103
1337,11/3/18 11:00,11/3/18 5:00,99.32382,15.53408,213,val. GPS-3D,3.44,3.68,-103
1336,11/3/18 10:00,11/3/18 4:00,99.324,15.53413,313,val. GPS-3D,3.44,3.68,-103
1335,11/3/18 9:00,11/3/18 3:00,99.32402,15.5338,288,val. GPS-3D,3.44,3.68,-103
1334,11/3/18 8:02,11/3/18 2:02,99.32426,15.53396,314,val. GPS-3D,3.36,3.68,-103
1333,11/3/18 7:00,11/3/18 1:00,99.32425,15.53394,278,val. GPS-3D,3.44,3.68,-103
1332,11/3/18 6:01,11/3/18 0:01,99.32405,15.53396,289,val. GPS-3D,3.44,3.68,-103
1331,11/3/18 5:00,11/2/18 23:00,99.32409,15.53402,290,val. GPS-3D,3.44,3.68,-103
1330,11/3/18 4:00,11/2/18 22:00,99.32425,15.53405,294,val. GPS-3D,3.44,3.68,-103
1329,11/3/18 3:01,11/2/18 21:01,99.32418,15.53396,292,val. GPS-3D,3.44,3.68,-103
1328,11/3/18 2:00,11/2/18 20:00,99.32422,15.53397,278,val. GPS-3D,3.44,3.68,-103
1327,11/3/18 1:00,11/2/18 19:00,99.32411,15.5339,270,val. GPS-3D,3.44,3.68,-103
1326,11/3/18 0:00,11/2/18 18:00,99.3244,15.53413,246,val. GPS-3D,3.44,3.68,-103
1325,11/2/18 23:00,11/2/18 17:00,99.32406,15.53382,287,val. GPS-3D,3.44,3.68,-103
1324,11/2/18 22:00,11/2/18 16:00,99.32415,15.53374,303,val. GPS-3D,3.44,3.68,-103
1323,11/2/18 21:00,11/2/18 15:00,99.32415,15.53378,279,val. GPS-3D,3.44,3.68,-103
1321,11/2/18 19:00,11/2/18 13:00,99.32428,15.53402,335,val. GPS-3D,3.44,3.68,-103
1320,11/2/18 18:00,11/2/18 12:00,99.32416,15.53393,288,val. GPS-3D,3.44,3.68,-103
1319,11/2/18 17:00,11/2/18 11:00,99.32404,15.53386,280,val. GPS-3D,3.44,3.68,-103
1318,11/2/18 16:00,11/2/18 10:00,99.32416,15.53403,293,val. GPS-3D,3.44,3.68,-103
1317,11/2/18 15:00,11/2/18 9:00,99.32408,15.53407,298,val. GPS-3D,3.36,3.68,-103
1316,11/2/18 14:00,11/2/18 8:00,99.3241,15.53396,290,val. GPS-3D,3.36,3.68,-103
1315,11/2/18 13:01,11/2/18 7:01,99.32419,15.53386,346,val. GPS-3D,3.36,3.68,-103
1314,11/2/18 12:01,11/2/18 6:01,99.32418,15.53385,274,val. GPS-3D,3.36,3.68,-103
1313,11/2/18 11:00,11/2/18 5:00,99.32395,15.5338,274,val. GPS-3D,3.44,3.68,-103
1312,11/2/18 10:01,11/2/18 4:01,99.32434,15.53379,291,val. GPS-3D,3.44,3.68,-103
1311,11/2/18 9:01,11/2/18 3:01,99.32425,15.53391,302,val. GPS-3D,3.44,3.68,-103
1310,11/2/18 8:00,11/2/18 2:00,99.32409,15.53403,313,val. GPS-3D,3.44,3.68,-103
1309,11/2/18 7:02,11/2/18 1:02,99.3241,15.53387,290,val. GPS-3D,3.36,3.68,-103
1308,11/2/18 6:00,11/2/18 0:00,99.32417,15.53395,295,val. GPS-3D,3.44,3.68,-103
1307,11/2/18 5:00,11/1/18 23:00,99.3242,15.5339,299,val. GPS-3D,3.44,3.68,-103
1306,11/2/18 4:01,11/1/18 22:01,99.3241,15.53399,277,val. GPS-3D,3.44,3.68,-103
1305,11/2/18 3:00,11/1/18 21:00,99.3241,15.53381,290,val. GPS-3D,3.44,3.68,-103
1304,11/2/18 2:00,11/1/18 20:00,99.32475,15.53412,423,val. GPS-3D,3.44,3.68,-103
1303,11/2/18 1:00,11/1/18 19:00,99.32438,15.53375,316,val. GPS-3D,3.44,3.68,-103
1302,11/2/18 0:00,11/1/18 18:00,99.3241,15.53379,312,val. GPS-3D,3.44,3.68,-103
1301,11/1/18 23:00,11/1/18 17:00,99.32425,15.534,343,val. GPS-3D,3.44,3.68,-103
1300,11/1/18 22:00,11/1/18 16:00,99.32425,15.53386,265,val. GPS-3D,3.44,3.68,-103
1299,11/1/18 21:00,11/1/18 15:00,99.32403,15.53381,284,val. GPS-3D,3.44,3.68,-103
1298,11/1/18 20:00,11/1/18 14:00,99.32418,15.53377,271,val. GPS-3D,3.44,3.68,-103
1297,11/1/18 19:00,11/1/18 13:00,99.32375,15.53428,283,val. GPS-3D,3.44,3.68,-103
1296,11/1/18 18:00,11/1/18 12:00,99.32372,15.53476,277,val. GPS-3D,3.36,3.68,-103
1295,11/1/18 17:00,11/1/18 11:00,99.32454,15.53684,271,val. GPS-3D,3.44,3.68,-103
1294,11/1/18 16:00,11/1/18 10:00,99.33111,15.54065,317,val. GPS-3D,3.44,3.68,-103
1293,11/1/18 15:00,11/1/18 9:00,99.33036,15.54016,324,val. GPS-3D,3.44,3.68,-103
1292,11/1/18 14:00,11/1/18 8:00,99.33037,15.54016,354,val. GPS-3D,3.44,3.68,-103
1291,11/1/18 13:00,11/1/18 7:00,99.33036,15.54004,282,val. GPS-3D,3.44,3.68,-103
1290,11/1/18 12:00,11/1/18 6:00,99.33035,15.54014,315,val. GPS-3D,3.44,3.68,-103
1289,11/1/18 11:00,11/1/18 5:00,99.32548,15.54128,250,val. GPS-3D,3.44,3.68,-103
1288,11/1/18 10:00,11/1/18 4:00,99.32025,15.53441,267,val. GPS-3D,3.44,3.68,-103
1287,11/1/18 9:00,11/1/18 3:00,99.32181,15.53574,269,val. GPS-3D,3.44,3.68,-103
1286,11/1/18 8:00,11/1/18 2:00,99.32437,15.53303,288,val. GPS-3D,3.44,3.68,-103
1285,11/1/18 7:00,11/1/18 1:00,99.32441,15.53308,288,val. GPS-3D,3.44,3.68,-103
1284,11/1/18 6:00,11/1/18 0:00,99.32492,15.53297,283,val. GPS-3D,3.44,3.68,-103
1283,11/1/18 5:01,10/31/18 23:01,99.33521,15.53377,313,val. GPS-3D,3.36,3.68,-103
1282,11/1/18 4:00,10/31/18 22:00,99.34223,15.54389,334,val. GPS-3D,3.44,3.68,-103
1281,11/1/18 3:00,10/31/18 21:00,99.34215,15.54399,300,val. GPS-3D,3.44,3.68,-103
1280,11/1/18 2:00,10/31/18 20:00,99.34211,15.54387,287,val. GPS-3D,3.44,3.68,-103
1279,11/1/18 1:00,10/31/18 19:00,99.34207,15.54521,381,val. GPS-3D,3.44,3.68,-103
1278,11/1/18 0:00,10/31/18 18:00,99.34286,15.55053,342,val. GPS-3D,3.44,3.68,-103
1277,10/31/18 23:00,10/31/18 17:00,99.3425,15.55411,275,val. GPS-3D,3.44,3.68,-103
1276,10/31/18 22:00,10/31/18 16:00,99.34811,15.55868,249,val. GPS-3D,3.44,3.68,-103
1275,10/31/18 21:00,10/31/18 15:00,99.34909,15.56163,226,val. GPS-3D,3.44,3.68,-103
1274,10/31/18 20:01,10/31/18 14:01,99.34902,15.56293,235,val. GPS-3D,3.36,3.68,-103
1273,10/31/18 19:00,10/31/18 13:00,99.34699,15.57617,240,val. GPS-3D,3.44,3.68,-103
1272,10/31/18 18:01,10/31/18 12:01,99.35833,15.58669,181,val. GPS-3D,3.36,3.68,-103
1271,10/31/18 17:00,10/31/18 11:00,99.35636,15.6005,189,val. GPS-3D,3.36,3.68,-103
1270,10/30/18 14:00,10/30/18 8:00,99.32291,15.57016,218,val. GPS-3D,3.44,3.68,-103
1269,10/30/18 13:00,10/30/18 7:00,99.32284,15.57019,184,val. GPS-3D,3.44,3.68,-103
1268,10/30/18 12:01,10/30/18 6:01,99.3229,15.57012,197,val. GPS-3D,3.44,3.68,-103
1267,10/30/18 11:00,10/30/18 5:00,99.32285,15.57013,193,val. GPS-3D,3.44,3.68,-103
1266,10/30/18 3:01,10/29/18 21:01,99.32957,15.55448,226,val. GPS-3D,3.36,3.68,-103
1265,10/30/18 2:03,10/29/18 20:03,99.33475,15.55069,247,GPS-3D,3.36,3.68,-103
1264,10/30/18 1:03,10/29/18 19:03,99.32973,15.5393,339,GPS-3D,3.36,3.68,-103
1262,10/29/18 19:00,10/29/18 13:00,99.34998,15.54794,504,val. GPS-3D,3.44,3.68,-103
1261,10/29/18 18:00,10/29/18 12:00,99.35159,15.54997,371,val. GPS-3D,3.44,3.68,-103
1260,10/29/18 17:00,10/29/18 11:00,99.35363,15.54886,303,val. GPS-3D,3.44,3.68,-103
1259,10/29/18 16:00,10/29/18 10:00,99.35259,15.54868,360,val. GPS-3D,3.44,3.68,-103
1258,10/28/18 20:00,10/28/18 14:00,99.35345,15.50442,463,val. GPS-3D,3.44,3.68,-103
1257,10/28/18 19:00,10/28/18 13:00,99.35337,15.50446,454,val. GPS-3D,3.44,3.68,-103
1256,10/28/18 18:01,10/28/18 12:01,99.35345,15.5044,475,val. GPS-3D,3.44,3.68,-103
1255,10/28/18 17:00,10/28/18 11:00,99.35351,15.50436,449,val. GPS-3D,3.44,3.68,-103
1254,10/28/18 16:00,10/28/18 10:00,99.34651,15.50034,404,val. GPS-3D,3.44,3.68,-103
1253,10/28/18 15:01,10/28/18 9:01,99.34269,15.50292,402,val. GPS-3D,3.36,3.68,-103
1252,10/28/18 14:00,10/28/18 8:00,99.34299,15.50377,377,val. GPS-3D,3.44,3.68,-103
1251,10/28/18 13:00,10/28/18 7:00,99.34607,15.50505,361,val. GPS-3D,3.44,3.68,-103
1250,10/28/18 12:00,10/28/18 6:00,99.34627,15.50508,347,val. GPS-3D,3.44,3.68,-103
1249,10/28/18 11:00,10/28/18 5:00,99.34612,15.50481,344,val. GPS-3D,3.44,3.68,-103
1248,10/28/18 10:01,10/28/18 4:01,99.34193,15.50877,453,val. GPS-3D,3.44,3.68,-103
1247,10/28/18 9:01,10/28/18 3:01,99.34054,15.51044,537,val. GPS-3D,3.44,3.68,-103
1246,10/28/18 8:00,10/28/18 2:00,99.3367,15.51081,821,GPS-3D,3.36,3.68,-103
1245,10/28/18 7:03,10/28/18 1:03,99.33132,15.50665,551,GPS-3D,3.36,3.68,-103
1244,10/28/18 6:00,10/28/18 0:00,99.33143,15.50654,589,val. GPS-3D,3.44,3.68,-103
1243,10/28/18 5:00,10/27/18 23:00,99.3313,15.50663,575,val. GPS-3D,3.44,3.68,-103
1242,10/28/18 4:01,10/27/18 22:01,99.32648,15.5043,531,val. GPS-3D,3.36,3.68,-103
1240,10/28/18 2:00,10/27/18 20:00,99.32659,15.5043,495,val. GPS-3D,3.44,3.68,-103
1239,10/28/18 1:01,10/27/18 19:01,99.32568,15.50176,499,val. GPS-3D,3.36,3.68,-103
1238,10/28/18 0:02,10/27/18 18:02,99.31765,15.50229,362,val. GPS-3D,3.36,3.68,-103
1237,10/27/18 23:00,10/27/18 17:00,99.31743,15.50224,367,val. GPS-3D,3.44,3.68,-103
1236,10/27/18 22:00,10/27/18 16:00,99.31756,15.50219,379,val. GPS-3D,3.44,3.68,-103
1235,10/27/18 21:00,10/27/18 15:00,99.31497,15.5038,370,val. GPS-3D,3.44,3.68,-103
1233,10/27/18 19:00,10/27/18 13:00,99.30249,15.53031,271,val. GPS-3D,3.44,3.68,-103
1232,10/27/18 18:00,10/27/18 12:00,99.30234,15.5303,277,val. GPS-3D,3.44,3.68,-103
1231,10/27/18 17:00,10/27/18 11:00,99.30258,15.53024,254,val. GPS-3D,3.44,3.68,-103
1230,10/27/18 16:00,10/27/18 10:00,99.29898,15.53482,262,val. GPS-3D,3.44,3.68,-103
1229,10/27/18 15:00,10/27/18 9:00,99.28857,15.54109,236,val. GPS-3D,3.44,3.68,-103
1228,10/27/18 14:00,10/27/18 8:00,99.28326,15.53754,232,val. GPS-3D,3.44,3.68,-103
1227,10/27/18 13:01,10/27/18 7:01,99.27369,15.53149,311,val. GPS-3D,3.36,3.68,-103
1226,10/27/18 12:00,10/27/18 6:00,99.27339,15.53146,322,val. GPS-3D,3.44,3.68,-103
1225,10/27/18 11:00,10/27/18 5:00,99.27345,15.53144,322,val. GPS-3D,3.36,3.68,-103
1224,10/27/18 10:00,10/27/18 4:00,99.28025,15.51902,264,val. GPS-3D,3.44,3.68,-103
1223,10/27/18 9:01,10/27/18 3:01,99.28737,15.51021,297,val. GPS-3D,3.36,3.68,-103
1222,10/27/18 8:01,10/27/18 2:01,99.28604,15.49837,337,val. GPS-3D,3.44,3.68,-103
1221,10/27/18 7:01,10/27/18 1:01,99.286,15.49838,326,val. GPS-3D,3.44,3.68,-103
1220,10/27/18 6:01,10/27/18 0:01,99.28616,15.49832,335,GPS-3D,3.36,3.68,-103
1219,10/27/18 5:00,10/26/18 23:00,99.28596,15.49821,288,val. GPS-3D,3.44,3.68,-103
1218,10/27/18 4:01,10/26/18 22:01,99.28599,15.49838,334,val. GPS-3D,3.44,3.68,-103
1217,10/27/18 3:00,10/26/18 21:00,99.28607,15.49839,344,val. GPS-3D,3.44,3.68,-103
1216,10/27/18 2:00,10/26/18 20:00,99.28634,15.4963,340,val. GPS-3D,3.44,3.68,-103
1215,10/27/18 1:01,10/26/18 19:01,99.29132,15.49937,352,val. GPS-3D,3.36,3.68,-103
1214,10/27/18 0:03,10/26/18 18:03,99.29621,15.50071,303,GPS-3D,3.36,3.68,-103
1213,10/26/18 23:01,10/26/18 17:01,99.30067,15.5021,354,val. GPS-3D,3.44,3.68,-103
1212,10/26/18 22:00,10/26/18 16:00,99.30081,15.50228,358,val. GPS-3D,3.44,3.68,-103
1211,10/26/18 21:00,10/26/18 15:00,99.30238,15.50308,339,val. GPS-3D,3.44,3.68,-103
1210,10/26/18 20:00,10/26/18 14:00,99.3087,15.50664,330,val. GPS-3D,3.44,3.68,-103
1209,10/26/18 19:02,10/26/18 13:02,99.30859,15.50664,339,val. GPS-3D,3.36,3.68,-103
1208,10/26/18 18:00,10/26/18 12:00,99.3129,15.52281,279,val. GPS-3D,3.44,3.68,-103
1207,10/26/18 17:00,10/26/18 11:00,99.31719,15.53261,259,val. GPS-3D,3.44,3.68,-103
1206,10/26/18 16:00,10/26/18 10:00,99.30618,15.54207,238,val. GPS-3D,3.44,3.68,-103
1205,10/26/18 15:00,10/26/18 9:00,99.31992,15.55509,227,val. GPS-3D,3.44,3.68,-103
1204,10/26/18 14:00,10/26/18 8:00,99.32939,15.56292,225,val. GPS-3D,3.44,3.68,-103
1203,10/26/18 13:00,10/26/18 7:00,99.32677,15.56365,212,val. GPS-3D,3.44,3.68,-103
1202,10/26/18 12:00,10/26/18 6:00,99.32701,15.56365,204,val. GPS-3D,3.36,3.68,-103
1198,10/26/18 8:00,10/26/18 2:00,99.31267,15.56443,201,val. GPS-3D,3.44,3.68,-103
1197,10/26/18 7:00,10/26/18 1:00,99.3127,15.56453,211,val. GPS-3D,3.44,3.68,-103
1196,10/26/18 6:00,10/26/18 0:00,99.31276,15.56444,218,val. GPS-3D,3.44,3.68,-103
1195,10/26/18 5:00,10/25/18 23:00,99.31286,15.56412,271,val. GPS-3D,3.44,3.68,-103
1194,10/26/18 4:00,10/25/18 22:00,99.31265,15.56441,215,val. GPS-3D,3.44,3.68,-103
1193,10/26/18 3:00,10/25/18 21:00,99.31266,15.56449,197,val. GPS-3D,3.44,3.68,-103
1192,10/26/18 2:00,10/25/18 20:00,99.31267,15.56441,201,val. GPS-3D,3.44,3.68,-103
1191,10/26/18 1:00,10/25/18 19:00,99.31278,15.56449,205,val. GPS-3D,3.44,3.68,-103
1190,10/26/18 0:02,10/25/18 18:02,99.31715,15.55516,201,val. GPS-3D,3.36,3.68,-103
1189,10/25/18 23:00,10/25/18 17:00,99.32041,15.55277,270,val. GPS-3D,3.44,3.68,-103
1188,10/25/18 22:00,10/25/18 16:00,99.32021,15.55265,250,val. GPS-3D,3.44,3.68,-103
1187,10/25/18 21:01,10/25/18 15:01,99.32432,15.54942,231,val. GPS-3D,3.36,3.68,-103
1186,10/25/18 20:00,10/25/18 14:00,99.33478,15.54491,256,val. GPS-3D,3.44,3.68,-103
1185,10/25/18 19:00,10/25/18 13:00,99.34276,15.54857,427,val. GPS-3D,3.44,3.68,-103
1184,10/25/18 18:00,10/25/18 12:00,99.34666,15.54877,360,val. GPS-3D,3.44,3.68,-103
1183,10/25/18 17:00,10/25/18 11:00,99.35109,15.54831,416,val. GPS-3D,3.44,3.68,-103
1182,10/25/18 16:00,10/25/18 10:00,99.35443,15.54961,357,val. GPS-3D,3.44,3.68,-103
1181,10/25/18 15:00,10/25/18 9:00,99.35755,15.55096,414,val. GPS-3D,3.44,3.68,-103
1180,10/25/18 14:00,10/25/18 8:00,99.35748,15.55113,399,val. GPS-3D,3.44,3.68,-103
1179,10/25/18 13:00,10/25/18 7:00,99.35745,15.55143,406,val. GPS-3D,3.44,3.68,-103
1178,10/25/18 12:00,10/25/18 6:00,99.36045,15.55023,437,val. GPS-3D,3.44,3.68,-103
1177,10/25/18 11:00,10/25/18 5:00,99.36426,15.54764,410,val. GPS-3D,3.44,3.68,-103
1176,10/25/18 10:00,10/25/18 4:00,99.36491,15.53958,525,val. GPS-3D,3.44,3.68,-103
1175,10/25/18 9:00,10/25/18 3:00,99.36582,15.5334,514,val. GPS-3D,3.44,3.68,-103
1174,10/25/18 8:00,10/25/18 2:00,99.36349,15.53286,566,val. GPS-3D,3.44,3.68,-103
1173,10/25/18 7:00,10/25/18 1:00,99.3608,15.53522,581,val. GPS-3D,3.44,3.68,-103
1172,10/25/18 6:00,10/25/18 0:00,99.36067,15.53512,596,val. GPS-3D,3.44,3.68,-103
1171,10/25/18 5:01,10/24/18 23:01,99.36067,15.53502,572,val. GPS-3D,3.44,3.68,-103
1169,10/25/18 3:00,10/24/18 21:00,99.36097,15.5352,589,val. GPS-3D,3.44,3.68,-103
1168,10/25/18 2:00,10/24/18 20:00,99.36078,15.53513,588,val. GPS-3D,3.44,3.68,-103
1167,10/25/18 1:00,10/24/18 19:00,99.35732,15.53027,573,val. GPS-3D,3.44,3.68,-103
1165,10/24/18 23:00,10/24/18 17:00,99.34957,15.53243,398,val. GPS-3D,3.44,3.68,-103
1164,10/24/18 22:00,10/24/18 16:00,99.34955,15.53241,406,val. GPS-3D,3.44,3.68,-103
1163,10/24/18 21:00,10/24/18 15:00,99.3475,15.53331,354,val. GPS-3D,3.36,3.68,-103
1161,10/24/18 19:00,10/24/18 13:00,99.32881,15.53387,311,val. GPS-3D,3.44,3.68,-103
1160,10/24/18 18:00,10/24/18 12:00,99.31848,15.53274,276,val. GPS-3D,3.44,3.68,-103
1159,10/24/18 17:00,10/24/18 11:00,99.31526,15.52769,291,val. GPS-3D,3.44,3.68,-103
1158,10/24/18 16:00,10/24/18 10:00,99.31531,15.52759,266,val. GPS-3D,3.44,3.68,-103
1157,10/24/18 15:00,10/24/18 9:00,99.31881,15.52381,374,val. GPS-3D,3.44,3.68,-103
1156,10/24/18 14:01,10/24/18 8:01,99.32815,15.52159,497,val. GPS-3D,3.36,3.68,-103
1155,10/24/18 13:01,10/24/18 7:01,99.32828,15.52163,501,val. GPS-3D,3.36,3.68,-103
1154,10/24/18 12:00,10/24/18 6:00,99.3283,15.52161,482,val. GPS-3D,3.44,3.68,-103
1153,10/24/18 11:01,10/24/18 5:01,99.32841,15.52171,478,val. GPS-3D,3.36,3.68,-103
1152,10/24/18 10:00,10/24/18 4:00,99.32917,15.51876,578,val. GPS-3D,3.44,3.68,-103
1151,10/24/18 9:00,10/24/18 3:00,99.3269,15.51762,620,val. GPS-3D,3.44,3.68,-103
1150,10/24/18 8:00,10/24/18 2:00,99.32696,15.51743,613,val. GPS-3D,3.44,3.68,-103
1149,10/24/18 7:00,10/24/18 1:00,99.32701,15.51759,566,val. GPS-3D,3.44,3.68,-103
1148,10/24/18 6:00,10/24/18 0:00,99.32651,15.51501,660,val. GPS-3D,3.44,3.68,-103
1147,10/24/18 5:01,10/23/18 23:01,99.32684,15.51417,628,val. GPS-3D,3.44,3.68,-103
1146,10/24/18 4:01,10/23/18 22:01,99.3268,15.51402,650,val. GPS-3D,3.44,3.68,-103
1145,10/24/18 3:00,10/23/18 21:00,99.32682,15.51308,613,val. GPS-3D,3.44,3.68,-103
1144,10/24/18 2:00,10/23/18 20:00,99.3269,15.51297,605,val. GPS-3D,3.44,3.68,-103
1143,10/24/18 1:00,10/23/18 19:00,99.32687,15.51303,612,val. GPS-3D,3.44,3.68,-103
1142,10/24/18 0:00,10/23/18 18:00,99.32685,15.51307,601,val. GPS-3D,3.44,3.68,-103
1141,10/23/18 23:00,10/23/18 17:00,99.32682,15.51284,591,val. GPS-3D,3.44,3.68,-103
1140,10/23/18 22:01,10/23/18 16:01,99.32684,15.51285,600,val. GPS-3D,3.36,3.68,-103
1139,10/23/18 21:00,10/23/18 15:00,99.32686,15.51287,593,val. GPS-3D,3.44,3.68,-103
1138,10/23/18 20:00,10/23/18 14:00,99.32687,15.51296,608,val. GPS-3D,3.44,3.68,-103
1137,10/23/18 19:00,10/23/18 13:00,99.32245,15.51224,476,val. GPS-3D,3.36,3.68,-103
1136,10/23/18 18:00,10/23/18 12:00,99.31749,15.50449,330,val. GPS-3D,3.44,3.68,-103
1135,10/23/18 17:02,10/23/18 11:02,99.31594,15.5034,353,val. GPS-3D,3.44,3.68,-103
1134,10/23/18 16:00,10/23/18 10:00,99.31541,15.50117,375,val. GPS-3D,3.44,3.68,-103
1133,10/23/18 15:00,10/23/18 9:00,99.31606,15.50105,400,val. GPS-3D,3.44,3.68,-103
1132,10/23/18 14:01,10/23/18 8:01,99.31693,15.5006,399,val. GPS-3D,3.36,3.68,-103
1131,10/23/18 13:00,10/23/18 7:00,99.316,15.50342,361,val. GPS-3D,3.44,3.68,-103
1130,10/23/18 12:00,10/23/18 6:00,99.31585,15.50341,362,val. GPS-3D,3.44,3.68,-103
1129,10/23/18 11:00,10/23/18 5:00,99.30983,15.50372,457,val. GPS-3D,3.44,3.68,-103
1128,10/23/18 10:00,10/23/18 4:00,99.30752,15.50042,501,val. GPS-3D,3.44,3.68,-103
1127,10/23/18 9:00,10/23/18 3:00,99.30737,15.50043,490,val. GPS-3D,3.44,3.68,-103
1126,10/23/18 8:00,10/23/18 2:00,99.30743,15.50044,500,val. GPS-3D,3.44,3.68,-103
1125,10/23/18 7:00,10/23/18 1:00,99.30735,15.50049,494,val. GPS-3D,3.44,3.68,-103
1124,10/23/18 6:00,10/23/18 0:00,99.30737,15.50057,492,val. GPS-3D,3.44,3.68,-103
1123,10/23/18 5:00,10/22/18 23:00,99.30739,15.50048,490,val. GPS-3D,3.44,3.68,-103
1122,10/23/18 4:00,10/22/18 22:00,99.30743,15.5005,499,val. GPS-3D,3.44,3.68,-103
1121,10/23/18 3:00,10/22/18 21:00,99.30741,15.50045,502,val. GPS-3D,3.44,3.68,-103
1120,10/23/18 2:00,10/22/18 20:00,99.30724,15.50036,473,val. GPS-3D,3.44,3.68,-103
1119,10/23/18 1:00,10/22/18 19:00,99.30743,15.50048,516,val. GPS-3D,3.44,3.68,-103
1118,10/23/18 0:00,10/22/18 18:00,99.30738,15.50047,496,val. GPS-3D,3.44,3.68,-103
1117,10/22/18 23:00,10/22/18 17:00,99.30745,15.50053,486,val. GPS-3D,3.44,3.68,-103
1116,10/22/18 22:00,10/22/18 16:00,99.30733,15.50036,487,val. GPS-3D,3.44,3.68,-103
1115,10/22/18 21:00,10/22/18 15:00,99.30739,15.49838,499,val. GPS-3D,3.44,3.68,-103
1114,10/22/18 20:00,10/22/18 14:00,99.30665,15.49788,489,val. GPS-3D,3.44,3.68,-103
1113,10/22/18 19:00,10/22/18 13:00,99.30565,15.49816,435,val. GPS-3D,3.44,3.68,-103
1112,10/22/18 18:00,10/22/18 12:00,99.30551,15.49817,435,val. GPS-3D,3.44,3.68,-103
1111,10/22/18 17:01,10/22/18 11:01,99.30351,15.49804,396,val. GPS-3D,3.36,3.68,-103
1110,10/22/18 16:00,10/22/18 10:00,99.29835,15.5026,306,val. GPS-3D,3.44,3.68,-103
1109,10/22/18 15:00,10/22/18 9:00,99.29495,15.50639,291,val. GPS-3D,3.44,3.68,-103
1108,10/22/18 14:01,10/22/18 8:01,99.29428,15.51003,281,val. GPS-3D,3.44,3.68,-103
1107,10/22/18 13:00,10/22/18 7:00,99.28941,15.52735,257,val. GPS-3D,3.44,3.68,-103
1106,10/22/18 12:00,10/22/18 6:00,99.28664,15.53414,233,val. GPS-3D,3.44,3.68,-103
1104,10/22/18 10:00,10/22/18 4:00,99.2774,15.55496,428,val. GPS-3D,3.44,3.68,-103
1103,10/22/18 9:00,10/22/18 3:00,99.27444,15.56454,497,val. GPS-3D,3.44,3.68,-103
1102,10/22/18 8:00,10/22/18 2:00,99.27427,15.5649,511,val. GPS-3D,3.44,3.68,-103
1101,10/22/18 7:00,10/22/18 1:00,99.27423,15.56504,510,val. GPS-3D,3.44,3.68,-103
1099,10/22/18 5:00,10/21/18 23:00,99.27428,15.56502,494,val. GPS-3D,3.44,3.68,-103
1098,10/22/18 4:00,10/21/18 22:00,99.27427,15.56495,500,val. GPS-3D,3.44,3.68,-103
