ID,idcollar,latitude,longitude,DEM,slope,temperature,Time_UTC,Time_LMT,stepLength,duration,speed,year,month,day,hour,daynight,drywet
164267,131343,15.56138201,99.36145269,244.5653992,4.1599507,32,2019-09-12 15:00:00,2019-09-12 22:00:00,0.079432743,1,0.079432743,2019,9,12,22,night,wet
239848,229032,15.56128083,99.36247986,241.3165131,2.3206048,27,2019-09-12 15:00:00,2019-09-12 22:00:00,0,0,0,2019,9,12,22,night,wet
164268,131343,15.56140184,99.36151091,244.0225372,4.0369,33,2019-09-12 16:00:00,2019-09-12 23:00:00,0.006637031,1,0.006637031,2019,9,12,23,night,wet
239849,229032,15.56124985,99.36245236,241.3290405,2.2590289,28,2019-09-12 16:00:00,2019-09-12 23:00:00,0.004532605,1,0.004532605,2019,9,12,23,night,wet
164269,131343,15.56147845,99.36225547,239.4748535,2.5367224,32,2019-09-12 17:00:00,2019-09-13 00:00:00,0.080338899,1,0.080338899,2019,9,13,0,night,wet
239850,229032,15.56121173,99.36247702,241.5550385,2.1512747,28,2019-09-12 17:00:00,2019-09-13 00:00:00,0.004999589,1,0.004999589,2019,9,13,0,night,wet
164270,131343,15.55947991,99.35915232,284.7211609,10.286974,34,2019-09-12 18:00:00,2019-09-13 01:00:00,0.402401623,1,0.402401623,2019,9,13,1,night,wet
239851,229032,15.56135041,99.36245157,240.9641724,2.4962778,28,2019-09-12 18:00:00,2019-09-13 01:00:00,0.015670781,1,0.015670781,2019,9,13,1,night,wet
164271,131343,15.55962468,99.35920144,281.7347412,9.3462029,32,2019-09-12 19:00:00,2019-09-13 02:00:00,0.017197096,1,0.017197096,2019,9,13,2,night,wet
239852,229032,15.56124201,99.36245843,241.3791046,2.2369592,29,2019-09-12 19:00:00,2019-09-13 02:00:00,0.012083035,1,0.012083035,2019,9,13,2,night,wet
164272,131343,15.55971301,99.35915191,281.1928406,8.6162643,32,2019-09-12 20:00:00,2019-09-13 03:00:00,0.011176413,1,0.011176413,2019,9,13,3,night,wet
239853,229032,15.56154471,99.36263593,240.5822754,2.6692271,29,2019-09-12 20:00:00,2019-09-13 03:00:00,0.038666013,1,0.038666013,2019,9,13,3,night,wet
164273,131343,15.55970393,99.35902961,281.8867798,9.068573,30,2019-09-12 21:00:00,2019-09-13 04:00:00,0.013157911,1,0.013157911,2019,9,13,4,night,wet
239854,229032,15.56171039,99.36273761,239.697998,2.8709242,28,2019-09-12 21:00:00,2019-09-13 04:00:00,0.021419915,1,0.021419915,2019,9,13,4,night,wet
164274,131343,15.55974266,99.35911553,281.0098572,8.575717,30,2019-09-12 22:01:00,2019-09-13 05:01:00,0.01019923,1.016666667,0.01003203,2019,9,13,5,night,wet
239855,229032,15.5617699,99.36186044,240.2331848,3.1077371,28,2019-09-12 22:01:00,2019-09-13 05:01:00,0.094195581,1.016666667,0.092651391,2019,9,13,5,night,wet
164275,131343,15.55973075,99.35869544,281.1593933,10.4443378,30,2019-09-12 23:00:00,2019-09-13 06:00:00,0.045019679,0.983333333,0.045782724,2019,9,13,6,day,wet
239856,229032,15.56154174,99.36220411,239.0005493,2.5441122,27,2019-09-12 23:00:00,2019-09-13 06:00:00,0.044725862,0.983333333,0.045483928,2019,9,13,6,day,wet
239857,229032,15.56102098,99.35978002,255.0711823,7.6436124,28,2019-09-13 00:00:00,2019-09-13 07:00:00,0.26652918,1,0.26652918,2019,9,13,7,day,wet
239858,229032,15.55912094,99.35989181,271.2202454,11.6218338,29,2019-09-13 01:00:00,2019-09-13 08:00:00,0.212229204,1,0.212229204,2019,9,13,8,day,wet
239859,229032,15.56095834,99.36206624,242.1791992,3.4719851,30,2019-09-13 02:00:00,2019-09-13 09:00:00,0.31119033,1,0.31119033,2019,9,13,9,day,wet
239860,229032,15.56438523,99.36300611,222.7444,1.7986526,32,2019-09-13 03:00:00,2019-09-13 10:00:00,0.394607195,1,0.394607195,2019,9,13,10,day,wet
239861,229032,15.56438035,99.36286138,223.6982422,2.1826072,36,2019-09-13 04:00:00,2019-09-13 11:00:00,0.015541886,1,0.015541886,2019,9,13,11,day,wet
164276,131343,15.55197133,99.34450866,347.2703552,17.1214371,34,2019-09-13 05:00:00,2019-09-13 12:00:00,1.748810282,6,0.29146838,2019,9,13,12,day,wet
239862,229032,15.56173541,99.35796482,247.7492218,3.070277,36,2019-09-13 05:00:00,2019-09-13 12:00:00,0.601819117,1,0.601819117,2019,9,13,12,day,wet
239863,229032,15.56178207,99.35798018,247.7641296,3.2233322,35,2019-09-13 06:00:00,2019-09-13 13:00:00,0.005443015,1,0.005443015,2019,9,13,13,day,wet
164277,131343,15.55219998,99.34434007,334.9238892,16.8142586,33,2019-09-13 06:01:00,2019-09-13 13:01:00,0.033541244,1.016666667,0.032991387,2019,9,13,13,day,wet
239864,229032,15.56178858,99.35799534,247.7248993,3.3288226,36,2019-09-13 07:00:00,2019-09-13 14:00:00,0.001778385,1,0.001778385,2019,9,13,14,day,wet
164278,131343,15.55220396,99.344341,334.7451782,16.7936726,33,2019-09-13 07:01:00,2019-09-13 14:01:00,0.000487564,1,0.000487564,2019,9,13,14,day,wet
164279,131343,15.55199831,99.34431632,344.4046631,17.9390755,34,2019-09-13 08:00:00,2019-09-13 15:00:00,0.024964093,0.983333333,0.025387213,2019,9,13,15,day,wet
239865,229032,15.56181226,99.35802607,247.5922546,3.5495446,32,2019-09-13 08:00:00,2019-09-13 15:00:00,0.004217399,1,0.004217399,2019,9,13,15,day,wet
164280,131343,15.55225647,99.3444388,333.9526978,16.4096756,33,2019-09-13 09:00:00,2019-09-13 16:00:00,0.033248017,1,0.033248017,2019,9,13,16,day,wet
239866,229032,15.56172974,99.35804468,247.7693481,3.6015987,33,2019-09-13 09:01:00,2019-09-13 16:01:00,0.009391524,1.016666667,0.009237565,2019,9,13,16,day,wet
239867,229032,15.56190763,99.35761246,249.7601624,1.7933137,32,2019-09-13 10:00:00,2019-09-13 17:00:00,0.050386634,0.983333333,0.051240645,2019,9,13,17,day,wet
164281,131343,15.55205318,99.34435893,341.9411011,17.4875755,33,2019-09-13 10:01:00,2019-09-13 17:01:00,0.025455785,1.016666667,0.025038477,2019,9,13,17,day,wet
164282,131343,15.55199737,99.34448421,345.6271057,17.1936989,32,2019-09-13 11:00:00,2019-09-13 18:00:00,0.015238354,0.983333333,0.015496631,2019,9,13,18,night,wet
